"id";"name";"country";"logo";"short_code";"detail_url"
193;"Tunisia";"Tunisia";"https://api.fifa.com/api/v1/picture/flags-sq-4/tun";"TUN";"https://www.fifa.com/associations/association/TUN"
194;"Turkey";"Turkey";"https://api.fifa.com/api/v1/picture/flags-sq-4/tur";"TUR";"https://www.fifa.com/associations/association/TUR"
195;"Turkmenistan";"Turkmenistan";"https://api.fifa.com/api/v1/picture/flags-sq-4/tkm";"TKM";"https://www.fifa.com/associations/association/TKM"
196;"Turks and Caicos Islands";"Turks and Caicos Islands";"https://api.fifa.com/api/v1/picture/flags-sq-4/tca";"TCA";"https://www.fifa.com/associations/association/TCA"
197;"Uganda";"Uganda";"https://api.fifa.com/api/v1/picture/flags-sq-4/uga";"UGA";"https://www.fifa.com/associations/association/UGA"
198;"Ukraine";"Ukraine";"https://api.fifa.com/api/v1/picture/flags-sq-4/ukr";"UKR";"https://www.fifa.com/associations/association/UKR"
199;"United Arab Emirates";"United Arab Emirates";"https://api.fifa.com/api/v1/picture/flags-sq-4/uae";"UAE";"https://www.fifa.com/associations/association/UAE"
200;"Uruguay";"Uruguay";"https://api.fifa.com/api/v1/picture/flags-sq-4/uru";"URU";"https://www.fifa.com/associations/association/URU"
201;"US Virgin Islands";"US Virgin Islands";"https://api.fifa.com/api/v1/picture/flags-sq-4/vir";"VIR";"https://www.fifa.com/associations/association/VIR"
202;"USA";"USA";"https://api.fifa.com/api/v1/picture/flags-sq-4/usa";"USA";"https://www.fifa.com/associations/association/USA"
203;"Uzbekistan";"Uzbekistan";"https://api.fifa.com/api/v1/picture/flags-sq-4/uzb";"UZB";"https://www.fifa.com/associations/association/UZB"
204;"Vanuatu";"Vanuatu";"https://api.fifa.com/api/v1/picture/flags-sq-4/van";"VAN";"https://www.fifa.com/associations/association/VAN"
205;"Venezuela";"Venezuela";"https://api.fifa.com/api/v1/picture/flags-sq-4/ven";"VEN";"https://www.fifa.com/associations/association/VEN"
206;"Vietnam";"Vietnam";"https://api.fifa.com/api/v1/picture/flags-sq-4/vie";"VIE";"https://www.fifa.com/associations/association/VIE"
207;"Wales";"Wales";"https://api.fifa.com/api/v1/picture/flags-sq-4/wal";"WAL";"https://www.fifa.com/associations/association/WAL"
208;"Yemen";"Yemen";"https://api.fifa.com/api/v1/picture/flags-sq-4/yem";"YEM";"https://www.fifa.com/associations/association/YEM"
209;"Zambia";"Zambia";"https://api.fifa.com/api/v1/picture/flags-sq-4/zam";"ZAM";"https://www.fifa.com/associations/association/ZAM"
210;"Zimbabwe";"Zimbabwe";"https://api.fifa.com/api/v1/picture/flags-sq-4/zim";"ZIM";"https://www.fifa.com/associations/association/ZIM"
212;"Côte d'Ivoire";"Côte d'Ivoire";"https://api.fifa.com/api/v1/picture/flags-sq-4/civ";"CIV";"https://www.fifa.com/associations/association/CIV"
