codigo_pais,logo_url,logo_url,logo_url,Pais,pais_id,region_id
IRQ,https://api.fifa.com/api/v1/picture/flags-sq-4/irq,https://api.fifa.com/api/v1/picture/flags-sq-4/irq,https://api.fifa.com/api/v1/picture/flags-sq-4/irq,Iraq,463ba39d-f824-4429-8a04-372f0154472a,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
ISL,https://api.fifa.com/api/v1/picture/flags-sq-4/isl,https://api.fifa.com/api/v1/picture/flags-sq-4/isl,https://api.fifa.com/api/v1/picture/flags-sq-4/isl,Iceland,8360c75d-2225-4554-a78c-069b4b799fd8,f5108bc2-6414-428d-afa8-7f6d4c02d153
ISR,https://api.fifa.com/api/v1/picture/flags-sq-4/isr,https://api.fifa.com/api/v1/picture/flags-sq-4/isr,https://api.fifa.com/api/v1/picture/flags-sq-4/isr,Israel,c4f75c6d-91a4-42e4-8463-a3254ece9294,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
ITA,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,Italy,3a97fbc6-4da2-44ba-8b4a-399b2c344739,f5108bc2-6414-428d-afa8-7f6d4c02d153
JAM,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,Jamaica,e65c116e-5686-4a8c-a184-121d6253974d,299297c1-0ff6-400f-a711-e0f9505e6d01
JOR,https://api.fifa.com/api/v1/picture/flags-sq-4/jor,https://api.fifa.com/api/v1/picture/flags-sq-4/jor,https://api.fifa.com/api/v1/picture/flags-sq-4/jor,Jordan,fe01d5e6-da0b-47d5-a907-1b888c8939b6,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
JPN,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,Japan,af2b6348-beb8-499d-a903-713cb006ee58,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KAZ,https://api.fifa.com/api/v1/picture/flags-sq-4/kaz,https://api.fifa.com/api/v1/picture/flags-sq-4/kaz,https://api.fifa.com/api/v1/picture/flags-sq-4/kaz,Kazakhstan,c0cea896-2199-41d6-88c9-e92eec27a160,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KEN,https://api.fifa.com/api/v1/picture/flags-sq-4/ken,https://api.fifa.com/api/v1/picture/flags-sq-4/ken,https://api.fifa.com/api/v1/picture/flags-sq-4/ken,Kenya,4babcce9-bd7a-45ba-8852-41f026022217,180c304e-079d-4845-95e1-c2a3976914c0
KGZ,https://api.fifa.com/api/v1/picture/flags-sq-4/kgz,https://api.fifa.com/api/v1/picture/flags-sq-4/kgz,https://api.fifa.com/api/v1/picture/flags-sq-4/kgz,Kyrgyz Republic,29a9068b-152a-4b58-91be-5b0bc80e443a,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KOR,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,Korea Republic,b2a33292-5e38-445a-8cb2-05d8f41de291,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KSA,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,Saudi Arabia,1cbf2e55-f9be-47b3-b2ec-50b2cd7d00cc,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KUW,https://api.fifa.com/api/v1/picture/flags-sq-4/kuw,https://api.fifa.com/api/v1/picture/flags-sq-4/kuw,https://api.fifa.com/api/v1/picture/flags-sq-4/kuw,Kuwait,05a5cffd-eb67-4619-9917-3cdc8724c608,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
KVX,https://api.fifa.com/api/v1/picture/flags-sq-4/kvx,https://api.fifa.com/api/v1/picture/flags-sq-4/kvx,https://api.fifa.com/api/v1/picture/flags-sq-4/kvx,Kosovo,ea28da0e-b86f-4bcf-ae9b-3d7d5e64df5b,f5108bc2-6414-428d-afa8-7f6d4c02d153
LAO,https://api.fifa.com/api/v1/picture/flags-sq-4/lao,https://api.fifa.com/api/v1/picture/flags-sq-4/lao,https://api.fifa.com/api/v1/picture/flags-sq-4/lao,Laos,c867fe4f-0157-4359-b68f-1834fc7619c9,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
LBN,https://api.fifa.com/api/v1/picture/flags-sq-4/lbn,https://api.fifa.com/api/v1/picture/flags-sq-4/lbn,https://api.fifa.com/api/v1/picture/flags-sq-4/lbn,Lebanon,f454b162-d617-42d4-9a73-0497402467bf,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
LBR,https://api.fifa.com/api/v1/picture/flags-sq-4/lbr,https://api.fifa.com/api/v1/picture/flags-sq-4/lbr,https://api.fifa.com/api/v1/picture/flags-sq-4/lbr,Liberia,745f617b-e4a1-48e9-8394-456a49885025,180c304e-079d-4845-95e1-c2a3976914c0
LBY,https://api.fifa.com/api/v1/picture/flags-sq-4/lby,https://api.fifa.com/api/v1/picture/flags-sq-4/lby,https://api.fifa.com/api/v1/picture/flags-sq-4/lby,Libya,fa0240bc-4d52-4604-8348-fc188e9d7795,180c304e-079d-4845-95e1-c2a3976914c0
LCA,https://api.fifa.com/api/v1/picture/flags-sq-4/lca,https://api.fifa.com/api/v1/picture/flags-sq-4/lca,https://api.fifa.com/api/v1/picture/flags-sq-4/lca,St. Lucia,4e161c92-8a70-4d1c-8266-a85014e839ff,299297c1-0ff6-400f-a711-e0f9505e6d01
LES,https://api.fifa.com/api/v1/picture/flags-sq-4/les,https://api.fifa.com/api/v1/picture/flags-sq-4/les,https://api.fifa.com/api/v1/picture/flags-sq-4/les,Lesotho,e36f3555-9b11-43b4-bc72-f05379c47e2c,180c304e-079d-4845-95e1-c2a3976914c0
LIE,https://api.fifa.com/api/v1/picture/flags-sq-4/lie,https://api.fifa.com/api/v1/picture/flags-sq-4/lie,https://api.fifa.com/api/v1/picture/flags-sq-4/lie,Liechtenstein,4d02065a-d8ff-4c88-8e2a-31f9f16d0245,f5108bc2-6414-428d-afa8-7f6d4c02d153
LTU,https://api.fifa.com/api/v1/picture/flags-sq-4/ltu,https://api.fifa.com/api/v1/picture/flags-sq-4/ltu,https://api.fifa.com/api/v1/picture/flags-sq-4/ltu,Lithuania,6e58d721-273f-4344-adb6-b1a028b6334b,f5108bc2-6414-428d-afa8-7f6d4c02d153
LUX,https://api.fifa.com/api/v1/picture/flags-sq-4/lux,https://api.fifa.com/api/v1/picture/flags-sq-4/lux,https://api.fifa.com/api/v1/picture/flags-sq-4/lux,Luxembourg,253a0f56-fd69-461e-baf4-0ad5e22653ef,f5108bc2-6414-428d-afa8-7f6d4c02d153
LVA,https://api.fifa.com/api/v1/picture/flags-sq-4/lva,https://api.fifa.com/api/v1/picture/flags-sq-4/lva,https://api.fifa.com/api/v1/picture/flags-sq-4/lva,Latvia,0717a693-5694-4b51-b418-c1455cab433f,f5108bc2-6414-428d-afa8-7f6d4c02d153
MAC,https://api.fifa.com/api/v1/picture/flags-sq-4/mac,https://api.fifa.com/api/v1/picture/flags-sq-4/mac,https://api.fifa.com/api/v1/picture/flags-sq-4/mac,Macau,f1ff1163-38db-499f-bed3-e20473502897,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
MAD,https://api.fifa.com/api/v1/picture/flags-sq-4/mad,https://api.fifa.com/api/v1/picture/flags-sq-4/mad,https://api.fifa.com/api/v1/picture/flags-sq-4/mad,Madagascar,7e538732-0748-48de-aeaa-7a5d7e40dcbc,180c304e-079d-4845-95e1-c2a3976914c0
MAR,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,Morocco,978c0ff5-ef1f-4e0f-943f-8377a7eca2f4,180c304e-079d-4845-95e1-c2a3976914c0
MAS,https://api.fifa.com/api/v1/picture/flags-sq-4/mas,https://api.fifa.com/api/v1/picture/flags-sq-4/mas,https://api.fifa.com/api/v1/picture/flags-sq-4/mas,Malaysia,1ec4c192-a729-481b-b8e1-1962169e0474,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
MDA,https://api.fifa.com/api/v1/picture/flags-sq-4/mda,https://api.fifa.com/api/v1/picture/flags-sq-4/mda,https://api.fifa.com/api/v1/picture/flags-sq-4/mda,Moldova,8acc2d71-1879-4b78-bd95-7ee1d1e3c164,f5108bc2-6414-428d-afa8-7f6d4c02d153
MDV,https://api.fifa.com/api/v1/picture/flags-sq-4/mdv,https://api.fifa.com/api/v1/picture/flags-sq-4/mdv,https://api.fifa.com/api/v1/picture/flags-sq-4/mdv,Maldives,a05cf7a6-af2e-41b2-9b8a-dbf1f9899720,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
MEX,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,Mexico,89dd9b09-8123-418d-876e-9fff1835361b,299297c1-0ff6-400f-a711-e0f9505e6d01
MKD,https://api.fifa.com/api/v1/picture/flags-sq-4/mkd,https://api.fifa.com/api/v1/picture/flags-sq-4/mkd,https://api.fifa.com/api/v1/picture/flags-sq-4/mkd,North Macedonia,cd6a79bd-ec1e-458d-b0d5-a87d39155b2c,f5108bc2-6414-428d-afa8-7f6d4c02d153
MLI,https://api.fifa.com/api/v1/picture/flags-sq-4/mli,https://api.fifa.com/api/v1/picture/flags-sq-4/mli,https://api.fifa.com/api/v1/picture/flags-sq-4/mli,Mali,9a73553d-883b-4b0d-8fb5-fb16780e2bd7,180c304e-079d-4845-95e1-c2a3976914c0
MLT,https://api.fifa.com/api/v1/picture/flags-sq-4/mlt,https://api.fifa.com/api/v1/picture/flags-sq-4/mlt,https://api.fifa.com/api/v1/picture/flags-sq-4/mlt,Malta,1d05e4ea-d2bd-481c-89c9-6f328bcf3a55,f5108bc2-6414-428d-afa8-7f6d4c02d153
MNE,https://api.fifa.com/api/v1/picture/flags-sq-4/mne,https://api.fifa.com/api/v1/picture/flags-sq-4/mne,https://api.fifa.com/api/v1/picture/flags-sq-4/mne,Montenegro,24774c4a-2124-4312-91f6-e71dc41e1762,f5108bc2-6414-428d-afa8-7f6d4c02d153
MNG,https://api.fifa.com/api/v1/picture/flags-sq-4/mng,https://api.fifa.com/api/v1/picture/flags-sq-4/mng,https://api.fifa.com/api/v1/picture/flags-sq-4/mng,Mongolia,a9643f46-c754-400d-945e-d82611af07e0,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
MOZ,https://api.fifa.com/api/v1/picture/flags-sq-4/moz,https://api.fifa.com/api/v1/picture/flags-sq-4/moz,https://api.fifa.com/api/v1/picture/flags-sq-4/moz,Mozambique,8c67b771-f304-480b-967d-31b55e02ad8e,180c304e-079d-4845-95e1-c2a3976914c0
MRI,https://api.fifa.com/api/v1/picture/flags-sq-4/mri,https://api.fifa.com/api/v1/picture/flags-sq-4/mri,https://api.fifa.com/api/v1/picture/flags-sq-4/mri,Mauritius,15ae90e6-aa8d-4349-9391-f5a5a213c751,180c304e-079d-4845-95e1-c2a3976914c0
MSR,https://api.fifa.com/api/v1/picture/flags-sq-4/msr,https://api.fifa.com/api/v1/picture/flags-sq-4/msr,https://api.fifa.com/api/v1/picture/flags-sq-4/msr,Montserrat,83cb3494-5a22-4cdc-b726-5906fc186e72,299297c1-0ff6-400f-a711-e0f9505e6d01
MTN,https://api.fifa.com/api/v1/picture/flags-sq-4/mtn,https://api.fifa.com/api/v1/picture/flags-sq-4/mtn,https://api.fifa.com/api/v1/picture/flags-sq-4/mtn,Mauritania,06058bf1-1c1e-462a-a471-8221b78b0bbf,180c304e-079d-4845-95e1-c2a3976914c0
MWI,https://api.fifa.com/api/v1/picture/flags-sq-4/mwi,https://api.fifa.com/api/v1/picture/flags-sq-4/mwi,https://api.fifa.com/api/v1/picture/flags-sq-4/mwi,Malawi,cfad4b58-a964-4db7-986a-c7824e0feabf,180c304e-079d-4845-95e1-c2a3976914c0
MYA,https://api.fifa.com/api/v1/picture/flags-sq-4/mya,https://api.fifa.com/api/v1/picture/flags-sq-4/mya,https://api.fifa.com/api/v1/picture/flags-sq-4/mya,Myanmar,2a065af4-7be2-4700-aae5-0ca979e53fef,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
NAM,https://api.fifa.com/api/v1/picture/flags-sq-4/nam,https://api.fifa.com/api/v1/picture/flags-sq-4/nam,https://api.fifa.com/api/v1/picture/flags-sq-4/nam,Namibia,8fe0bbf5-42ab-433e-ae09-237b2575336f,180c304e-079d-4845-95e1-c2a3976914c0
NCA,https://api.fifa.com/api/v1/picture/flags-sq-4/nca,https://api.fifa.com/api/v1/picture/flags-sq-4/nca,https://api.fifa.com/api/v1/picture/flags-sq-4/nca,Nicaragua,c271862f-4a66-4713-9366-f2cbb12df010,299297c1-0ff6-400f-a711-e0f9505e6d01
NCL,https://api.fifa.com/api/v1/picture/flags-sq-4/ncl,https://api.fifa.com/api/v1/picture/flags-sq-4/ncl,https://api.fifa.com/api/v1/picture/flags-sq-4/ncl,New Caledonia,a25d26ce-1263-43f0-b5e0-752584187e83,7ac257e8-e9b0-40a0-9371-5dc58e38ffba
NED,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,Netherlands,37d5aca1-12b9-404e-a183-1d92158d938b,f5108bc2-6414-428d-afa8-7f6d4c02d153
NEP,https://api.fifa.com/api/v1/picture/flags-sq-4/nep,https://api.fifa.com/api/v1/picture/flags-sq-4/nep,https://api.fifa.com/api/v1/picture/flags-sq-4/nep,Nepal,2c53a072-c651-40a8-b742-4be0acdebf00,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
NGA,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,https://api.fifa.com/api/v1/picture/flags-sq-4/nga,Nigeria,0b249c45-b19c-484d-aad9-220fdd93ab41,180c304e-079d-4845-95e1-c2a3976914c0
NIG,https://api.fifa.com/api/v1/picture/flags-sq-4/nig,https://api.fifa.com/api/v1/picture/flags-sq-4/nig,https://api.fifa.com/api/v1/picture/flags-sq-4/nig,Niger,40d6bcfe-51a6-4410-b3c3-faf322d1cc13,180c304e-079d-4845-95e1-c2a3976914c0
NIR,https://api.fifa.com/api/v1/picture/flags-sq-4/nir,https://api.fifa.com/api/v1/picture/flags-sq-4/nir,https://api.fifa.com/api/v1/picture/flags-sq-4/nir,Northern Ireland,a4112b61-7231-4351-b0d8-1df6fd905f81,f5108bc2-6414-428d-afa8-7f6d4c02d153
NOR,https://api.fifa.com/api/v1/picture/flags-sq-4/nor,https://api.fifa.com/api/v1/picture/flags-sq-4/nor,https://api.fifa.com/api/v1/picture/flags-sq-4/nor,Norway,acb4517e-361e-4ecd-8bc8-9c0b08ee9ae9,f5108bc2-6414-428d-afa8-7f6d4c02d153
NZL,https://api.fifa.com/api/v1/picture/flags-sq-4/nzl,https://api.fifa.com/api/v1/picture/flags-sq-4/nzl,https://api.fifa.com/api/v1/picture/flags-sq-4/nzl,New Zealand,b123d07a-939c-4299-9ef9-995eb8a8f4bf,7ac257e8-e9b0-40a0-9371-5dc58e38ffba
OMA,https://api.fifa.com/api/v1/picture/flags-sq-4/oma,https://api.fifa.com/api/v1/picture/flags-sq-4/oma,https://api.fifa.com/api/v1/picture/flags-sq-4/oma,Oman,23246c4d-87a8-464d-9903-66573cbe118d,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
PAK,https://api.fifa.com/api/v1/picture/flags-sq-4/pak,https://api.fifa.com/api/v1/picture/flags-sq-4/pak,https://api.fifa.com/api/v1/picture/flags-sq-4/pak,Pakistan,a5438559-efd5-4cc9-ac74-32b3fb965d62,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
PAN,https://api.fifa.com/api/v1/picture/flags-sq-4/pan,https://api.fifa.com/api/v1/picture/flags-sq-4/pan,https://api.fifa.com/api/v1/picture/flags-sq-4/pan,Panama,0bf51ed2-6b33-4f97-a8bc-ae9018ed7bb4,299297c1-0ff6-400f-a711-e0f9505e6d01
PAR,https://api.fifa.com/api/v1/picture/flags-sq-4/par,https://api.fifa.com/api/v1/picture/flags-sq-4/par,https://api.fifa.com/api/v1/picture/flags-sq-4/par,Paraguay,cf90c03b-94f4-4a24-bec4-4d658c2bf852,1c0979d8-d333-4b0a-a069-ee7fd86bb1b6
PER,https://api.fifa.com/api/v1/picture/flags-sq-4/per,https://api.fifa.com/api/v1/picture/flags-sq-4/per,https://api.fifa.com/api/v1/picture/flags-sq-4/per,Peru,ff4c2ce5-33fa-4dd7-9d3f-457f1165a9d9,1c0979d8-d333-4b0a-a069-ee7fd86bb1b6
PHI,https://api.fifa.com/api/v1/picture/flags-sq-4/phi,https://api.fifa.com/api/v1/picture/flags-sq-4/phi,https://api.fifa.com/api/v1/picture/flags-sq-4/phi,Philippines,c3bdff4c-40bd-4647-8732-2bb8b69ca15d,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
PLE,https://api.fifa.com/api/v1/picture/flags-sq-4/ple,https://api.fifa.com/api/v1/picture/flags-sq-4/ple,https://api.fifa.com/api/v1/picture/flags-sq-4/ple,Palestine,d0aac8b3-a24a-46cc-b0f1-43a429840282,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
PNG,https://api.fifa.com/api/v1/picture/flags-sq-4/png,https://api.fifa.com/api/v1/picture/flags-sq-4/png,https://api.fifa.com/api/v1/picture/flags-sq-4/png,Papua New Guinea,301ab0d0-1717-4938-b266-7f55d7e24c4b,7ac257e8-e9b0-40a0-9371-5dc58e38ffba
POL,https://api.fifa.com/api/v1/picture/flags-sq-4/pol,https://api.fifa.com/api/v1/picture/flags-sq-4/pol,https://api.fifa.com/api/v1/picture/flags-sq-4/pol,Poland,8a3e6602-2e58-49bf-b8f0-169e2e3a96fe,f5108bc2-6414-428d-afa8-7f6d4c02d153
POR,https://api.fifa.com/api/v1/picture/flags-sq-4/por,https://api.fifa.com/api/v1/picture/flags-sq-4/por,https://api.fifa.com/api/v1/picture/flags-sq-4/por,Portugal,24b52b49-8459-4377-8755-538a068d11d5,f5108bc2-6414-428d-afa8-7f6d4c02d153
PRK,https://api.fifa.com/api/v1/picture/flags-sq-4/prk,https://api.fifa.com/api/v1/picture/flags-sq-4/prk,https://api.fifa.com/api/v1/picture/flags-sq-4/prk,Korea DPR,2061b55f-7189-4bef-bf93-37950a2bdef3,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
PUR,https://api.fifa.com/api/v1/picture/flags-sq-4/pur,https://api.fifa.com/api/v1/picture/flags-sq-4/pur,https://api.fifa.com/api/v1/picture/flags-sq-4/pur,Puerto Rico,0131969a-d296-44eb-8666-1e4a2a122788,299297c1-0ff6-400f-a711-e0f9505e6d01
QAT,https://api.fifa.com/api/v1/picture/flags-sq-4/qat,https://api.fifa.com/api/v1/picture/flags-sq-4/qat,https://api.fifa.com/api/v1/picture/flags-sq-4/qat,Qatar,c54107bb-f250-4199-bd08-6a0959baaccf,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
ROU,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,Romania,27cebcf6-c001-4b36-b716-8e3d1d4bde47,f5108bc2-6414-428d-afa8-7f6d4c02d153
RSA,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,South Africa,81db5c3e-f95f-4548-9192-d7ba92ad6d71,180c304e-079d-4845-95e1-c2a3976914c0
RUS,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,Russia,07514245-0025-49e8-9cc1-cad96e1f6f87,f5108bc2-6414-428d-afa8-7f6d4c02d153
RWA,https://api.fifa.com/api/v1/picture/flags-sq-4/rwa,https://api.fifa.com/api/v1/picture/flags-sq-4/rwa,https://api.fifa.com/api/v1/picture/flags-sq-4/rwa,Rwanda,ed30f055-e829-4851-b292-0dd9b863b5e9,180c304e-079d-4845-95e1-c2a3976914c0
SAM,https://api.fifa.com/api/v1/picture/flags-sq-4/sam,https://api.fifa.com/api/v1/picture/flags-sq-4/sam,https://api.fifa.com/api/v1/picture/flags-sq-4/sam,Samoa,a49dfb0b-b0da-4018-9cf9-ca30b1e03207,7ac257e8-e9b0-40a0-9371-5dc58e38ffba
SCO,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,Scotland,36466750-ec1d-4f9e-98a9-a96d1b35e1f0,f5108bc2-6414-428d-afa8-7f6d4c02d153
SDN,https://api.fifa.com/api/v1/picture/flags-sq-4/sdn,https://api.fifa.com/api/v1/picture/flags-sq-4/sdn,https://api.fifa.com/api/v1/picture/flags-sq-4/sdn,Sudan,8e3d8db7-be86-410a-9992-4201841af21b,180c304e-079d-4845-95e1-c2a3976914c0
SEN,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,Senegal,264fa06c-ca3f-4878-8fee-4e596fc0a172,180c304e-079d-4845-95e1-c2a3976914c0
SEY,https://api.fifa.com/api/v1/picture/flags-sq-4/sey,https://api.fifa.com/api/v1/picture/flags-sq-4/sey,https://api.fifa.com/api/v1/picture/flags-sq-4/sey,Seychelles,b27a28d6-e30e-41f9-ab71-dc076672be50,180c304e-079d-4845-95e1-c2a3976914c0
SIN,https://api.fifa.com/api/v1/picture/flags-sq-4/sin,https://api.fifa.com/api/v1/picture/flags-sq-4/sin,https://api.fifa.com/api/v1/picture/flags-sq-4/sin,Singapore,a63eae42-0895-4241-981f-10c23cefd192,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
SKN,https://api.fifa.com/api/v1/picture/flags-sq-4/skn,https://api.fifa.com/api/v1/picture/flags-sq-4/skn,https://api.fifa.com/api/v1/picture/flags-sq-4/skn,St. Kitts and Nevis,e8f1b3d2-506d-43c6-be21-cab1cc600450,299297c1-0ff6-400f-a711-e0f9505e6d01
SLE,https://api.fifa.com/api/v1/picture/flags-sq-4/sle,https://api.fifa.com/api/v1/picture/flags-sq-4/sle,https://api.fifa.com/api/v1/picture/flags-sq-4/sle,Sierra Leone,f31a52f9-9c76-4104-a63a-24aade246b9c,180c304e-079d-4845-95e1-c2a3976914c0
SLV,https://api.fifa.com/api/v1/picture/flags-sq-4/slv,https://api.fifa.com/api/v1/picture/flags-sq-4/slv,https://api.fifa.com/api/v1/picture/flags-sq-4/slv,El Salvador,a68adcbe-ee06-4e2f-9d5c-76f8f87447a6,299297c1-0ff6-400f-a711-e0f9505e6d01
SMR,https://api.fifa.com/api/v1/picture/flags-sq-4/smr,https://api.fifa.com/api/v1/picture/flags-sq-4/smr,https://api.fifa.com/api/v1/picture/flags-sq-4/smr,San Marino,811e2b84-058c-4047-aa39-0bda035fe1ed,f5108bc2-6414-428d-afa8-7f6d4c02d153
SOL,https://api.fifa.com/api/v1/picture/flags-sq-4/sol,https://api.fifa.com/api/v1/picture/flags-sq-4/sol,https://api.fifa.com/api/v1/picture/flags-sq-4/sol,Solomon Islands,d38b5315-5ab2-48e4-9f24-489b61779860,7ac257e8-e9b0-40a0-9371-5dc58e38ffba
SOM,https://api.fifa.com/api/v1/picture/flags-sq-4/som,https://api.fifa.com/api/v1/picture/flags-sq-4/som,https://api.fifa.com/api/v1/picture/flags-sq-4/som,Somalia,53f9261f-afa7-4876-a945-ab7b5e9444d8,180c304e-079d-4845-95e1-c2a3976914c0
SRB,https://api.fifa.com/api/v1/picture/flags-sq-4/srb,https://api.fifa.com/api/v1/picture/flags-sq-4/srb,https://api.fifa.com/api/v1/picture/flags-sq-4/srb,Serbia,b420ee6e-818e-4da6-bb2e-038543758389,f5108bc2-6414-428d-afa8-7f6d4c02d153
SRI,https://api.fifa.com/api/v1/picture/flags-sq-4/sri,https://api.fifa.com/api/v1/picture/flags-sq-4/sri,https://api.fifa.com/api/v1/picture/flags-sq-4/sri,Sri Lanka,6190916e-f9d7-46e3-91cf-75488e00b215,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
SSD,https://api.fifa.com/api/v1/picture/flags-sq-4/ssd,https://api.fifa.com/api/v1/picture/flags-sq-4/ssd,https://api.fifa.com/api/v1/picture/flags-sq-4/ssd,South Sudan,c1e3f9f4-7377-41e1-bd67-935690cbb734,180c304e-079d-4845-95e1-c2a3976914c0
STP,https://api.fifa.com/api/v1/picture/flags-sq-4/stp,https://api.fifa.com/api/v1/picture/flags-sq-4/stp,https://api.fifa.com/api/v1/picture/flags-sq-4/stp,São Tomé and Príncipe,6f2b12f6-05dc-4266-bc67-da8c91353e23,180c304e-079d-4845-95e1-c2a3976914c0
SUI,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,Switzerland,adbf7375-2f0c-44ea-8aa7-2c170b908fe1,f5108bc2-6414-428d-afa8-7f6d4c02d153
SUR,https://api.fifa.com/api/v1/picture/flags-sq-4/sur,https://api.fifa.com/api/v1/picture/flags-sq-4/sur,https://api.fifa.com/api/v1/picture/flags-sq-4/sur,Suriname,08118dce-ca10-4797-83fb-75219cf7adf5,1c0979d8-d333-4b0a-a069-ee7fd86bb1b6
SVK,https://api.fifa.com/api/v1/picture/flags-sq-4/svk,https://api.fifa.com/api/v1/picture/flags-sq-4/svk,https://api.fifa.com/api/v1/picture/flags-sq-4/svk,Slovakia,1d9fa28f-7bde-401e-be65-af4308f58c97,f5108bc2-6414-428d-afa8-7f6d4c02d153
SVN,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,Slovenia,4e79560c-ee1f-4413-b26d-c86d401121f3,f5108bc2-6414-428d-afa8-7f6d4c02d153
SWE,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,Sweden,06f6991a-124a-480a-a43e-f6021286ec68,f5108bc2-6414-428d-afa8-7f6d4c02d153
SWZ,https://api.fifa.com/api/v1/picture/flags-sq-4/swz,https://api.fifa.com/api/v1/picture/flags-sq-4/swz,https://api.fifa.com/api/v1/picture/flags-sq-4/swz,Eswatini,33bdf717-c3f4-44d6-a036-19076911b2f9,180c304e-079d-4845-95e1-c2a3976914c0
SYR,https://api.fifa.com/api/v1/picture/flags-sq-4/syr,https://api.fifa.com/api/v1/picture/flags-sq-4/syr,https://api.fifa.com/api/v1/picture/flags-sq-4/syr,Syria,37863af2-ef7e-4898-9f46-dada11ba99f4,9aee3b2a-dac3-4398-a8f6-6a6cd2b88c74
